IA_Name,Mode,Action,TargetType,TargetId,Detail
IA-0000148061,ModeB,SET_ADDRESS_PENDING,Address,130UW00000MMygqYAD,Professional Therapy Associates(2557 Hooper Ave-3711)
IA-0000148111,ModeB,SET_ADDRESS_PENDING,Address,130UW00000MMygqYAD,Professional Therapy Associates(2557 Hooper Ave-3711)
IA-0000148133,ModeB,SET_ADDRESS_PENDING,Address,130UW00000T8bT7YAJ,READY SET REHAB LLC (32 Howard St-5513)
IA-0000148273,ModeB,SET_ADDRESS_PENDING,Address,130UW00000T8bT7YAJ,READY SET REHAB LLC (32 Howard St-5513)
IA-0000148330,ModeA,PROMOTE_LOCATION,HCPF,0bSUW000000Xo9J2AS,Orthopaedic Associates of Allentown (250 Cetronia Rd Ste 200-6200)
IA-0000148418,ModeB,SET_ADDRESS_PENDING,Address,130UW00000MMygqYAD,Professional Therapy Associates(2557 Hooper Ave-3711)
IA-0000148494,ModeB,SET_ADDRESS_PENDING,Address,130UW00000U2YsNYAV,HMHMG Specialty Care (425 Jack Martin Blvd-4854)
IA-0000148508,ModeB,SET_ADDRESS_PENDING,Address,130UW00000Ym8JpYAJ,HMHMG Primary Care (1945 ROUTE 33-2914)
IA-0000148541,ModeB,SET_ADDRESS_PENDING,Address,130UW00000MMygqYAD,Professional Therapy Associates(2557 Hooper Ave-3711)
IA-0000148582,ModeB,SET_ADDRESS_PENDING,Address,130UW00000MMygqYAD,Professional Therapy Associates(2557 Hooper Ave-3711)
IA-0000148586,ModeB,SET_ADDRESS_PENDING,Address,130UW00000YELLxYAP,St. Joseph's Medical Group, PC (703 Main St-2000)
IA-0000148656,ModeA,SKIP,,,ambiguous: 2 locations, 2 usable - primary is a business decision
IA-0000148719,ModeB,SET_ADDRESS_PENDING,Address,130UW00000V780dYAB,HMHMG Specialty Care (1945 Route 33-4949)
IA-0000148746,ModeA,PROMOTE_LOCATION,HCPF,0bSUW000000Xvqj2AC,FAIR MEDICAL SERVICES LLC(1760 Whitehorse Hamilton Square Rd Ste 1-8200)
IA-0000148760,ModeB,SET_ADDRESS_PENDING,Address,130UW00000SKOKbYAP,Tri-County Pediatrics Inc (1939 W Cheltenham Ave-5715)
IA-0000133477,ModeA,PROMOTE_LOCATION,HCPF,0bSUW000000XyS12AK,Oncology And Hematology Specialists LLC(333 Us Highway 46-1701)
IA-0000149042,ModeB,SET_ADDRESS_PENDING,Address,130UW00000SKOKbYAP,Tri-County Pediatrics Inc (1939 W Cheltenham Ave-5715)
IA-0000149121,ModeB,SET_ADDRESS_PENDING,Address,130UW00000SKOKbYAP,Tri-County Pediatrics Inc (1939 W Cheltenham Ave-5715)
IA-0000149124,ModeB,SET_ADDRESS_PENDING,Address,130UW00000SKOKbYAP,Tri-County Pediatrics Inc (1939 W Cheltenham Ave-5715)
IA-0000149168,ModeB,SET_ADDRESS_PENDING,Address,130UW00000YELLxYAP,St. Joseph's Medical Group, PC (703 Main St-2000)
IA-0000149947,ModeB,SET_ADDRESS_PENDING,Address,130UW00000d6u5tYAA,NATIONAL MENTOR HEALTHCARE LLC dba PENNSYLVANIA MENTOR (3450 High Point Blvd Ste 160-3173)
IA-0000149968,ModeB,SET_ADDRESS_PENDING,Address,130UW00000d6u5tYAA,NATIONAL MENTOR HEALTHCARE LLC dba PENNSYLVANIA MENTOR (3450 High Point Blvd Ste 160-3173)
IA-0000149975,ModeB,SET_ADDRESS_PENDING,Address,130UW00000WLUNIYA5,HMHMG Specialty Care (1945 Route 33-3600)
IA-0000150148,ModeB,SET_ADDRESS_PENDING,Address,130UW00000YELLxYAP,St. Joseph's Medical Group, PC (703 Main St-2000)
IA-0000150180,ModeB,SET_ADDRESS_PENDING,Address,130UW00000dIBHyYAO,HMHMG Specialty Care (30 Prospect Ave 1 Link, Room 1324-1333)
IA-0000150242,ModeB,SKIP,,,primary location not pending or no Primary/Practice address
IA-0000150649,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001CzOv2AK,Middlesex Emergency Physicians(80 James St-7601)
IA-0000150656,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001Czbp2AC,University Radiology Associates(30 Bergen St Ste 111-4908)
IA-0000151797,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001D5Cb2AK,Atlantic Emergency Assoc Hammonton Sed LLC(219 N White Horse Pike-3360)
IA-0000151838,ModeB,SET_ADDRESS_PENDING,Address,130UW00000dgNbFYAU,ABHITEJ SINGH SIDHU (400 W Blackwell St-3404)
IA-0000151926,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001D9xm2AC,Zarett Rehabilitation(1701 John F Kennedy Blvd Ste 301-8665)
IA-0000151934,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DA102AG,A LINE MENTAL HEALTH SERVICES (210 E DERENNE AVE-5454)
IA-0000151957,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DAPB2A4,Barnabas Health Medical Group North (1 Clara Maass Dr, Belleville, NJ, 07109-9471)
IA-0000152025,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DBd02AG,A LINE MENTAL HEALTH SERVICES (888 Bond St-5656)
IA-0000152067,ModeA,SKIP,,,ambiguous: 2 locations, 2 usable - primary is a business decision
IA-0000152135,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DCIw2AO,YOONJOO KIM MD(232 Broad Ave-0999)
IA-0000152106,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DCqn2AG,Ear Nose Throat Specialists Pc (18 Singer Ct-8686)
IA-0000152107,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DCsP2AW,Trauma Reading Tower Health Medical Group (196 Speedwell Ave-6865)
IA-0000152138,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DDTV2A4,Priority Care Acupuncture (2100 Mack Blvd-6585)
IA-0000152179,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DDen2AG,A HEALING TOUCH (2902 DURANES RD NW-3456)
IA-0000152181,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DDi22AG,Speech Language Associates(1124 Patriot Way-1355)
IA-0000152217,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DEML2A4,Regis F Acosta (40 Fuld St Ste 301-8768)
IA-0000152223,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DEW12AO,(5267 PERDIDO DR-7105)
IA-0000152224,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DEXd2AO,RWJBH Primary Care Services(101 Old Short Hills Rd Ste 106-1544)
IA-0000152241,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DEZF2A4,Adam s Choice (14 Market Pl-9769)
IA-0000152245,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DEcT2AW,Jersey Shore Podiatric Assoc (PO Box 191-6585)
IA-0000152264,ModeA,SKIP,,,ambiguous: 17 locations, 17 usable - primary is a business decision
IA-0000152381,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DG9d2AG,Abington Hospital Physicians(268 Dr Martin Luther King Jr Blvd-5000)
IA-0000152406,ModeA,SKIP,,,ambiguous: 1 locations, 0 usable - primary is a business decision
IA-0000153066,ModeB,SKIP,,,primary location not pending or no Primary/Practice address
IA-0000153120,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DLpF2AW,ADAM J LANKFORD DDS PLLC (1 Delahunty Dr # 2-2252)
IA-0000153257,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DMF32AO,A Path to Healing LLC(4551 BLACK HORSE PIKE  ROUTE 42-9905)
IA-0000153356,ModeA,PROMOTE_LOCATION,HCPF,0bSVB000001DNZJ2A4,A And A Chiropractic (1578 State Route 23 Ste 103-3777)
